sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,race-sex
1,36,25 - 45,0,0,0,0,1,M,Viol Injunct Domestic Violence,1,Hispanic-Male
1,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,24,Less than 25,1,0,0,2,2,F,Possession of Cannabis,1,Caucasian-Male
0,34,25 - 45,0,0,0,0,6,F,arrest case no charge,1,African-American-Female
1,51,Greater than 45,0,0,0,0,8,M,Consume Alcoholic Bev Pub,1,African-American-Male
1,28,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,23,Less than 25,1,0,0,0,0,F,Poss Unlaw Issue Id,1,Caucasian-Male
1,25,25 - 45,1,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,28,25 - 45,1,0,0,0,2,F,Possession of Cocaine,1,Caucasian-Male
0,32,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Female
1,35,25 - 45,0,0,0,0,7,F,arrest case no charge,1,African-American-Male
1,33,25 - 45,0,0,0,0,16,M,Susp Drivers Lic 1st Offense,0,African-American-Male
1,30,25 - 45,0,0,0,0,1,F,Burglary Dwelling Occupied,1,Other-Male
0,58,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Female
1,22,Less than 25,0,0,0,0,2,F,Felony Battery (Dom Strang),1,African-American-Male
1,28,25 - 45,1,0,0,0,2,F,Possession of Oxycodone,0,Caucasian-Male
1,26,25 - 45,0,0,1,0,6,F,Poss Pyrrolidinovalerophenone,0,African-American-Male
1,23,Less than 25,1,0,0,0,0,F,Deliver Cannabis,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,F,arrest case no charge,1,African-American-Male
1,25,25 - 45,0,0,0,0,1,F,Uttering Forged Bills,1,African-American-Male
1,40,25 - 45,0,0,0,0,2,M,Assault,1,Native American-Male
1,56,Greater than 45,0,0,0,0,1,F,Driving While License Revoked,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,F,Introduce Contraband Into Jail,1,African-American-Male
1,51,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
0,35,25 - 45,0,2,0,0,9,F,arrest case no charge,1,African-American-Female
1,22,Less than 25,1,0,1,0,2,F,Poss F/Arm Delinq,0,Caucasian-Male
1,25,25 - 45,1,0,0,1,3,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
0,52,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,35,25 - 45,0,0,0,0,0,F,Burglary Conveyance Unoccup,1,Hispanic-Male
0,24,Less than 25,1,0,0,0,0,F,Possession of Hydrocodone,1,Caucasian-Female
1,57,Greater than 45,0,0,0,0,0,F,Aggravated Assault,1,Other-Male
1,38,25 - 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,1,M,Operating W/O Valid License,1,Hispanic-Male
1,34,25 - 45,0,0,0,0,2,F,Possession of Cannabis,1,African-American-Male
0,24,Less than 25,1,0,0,0,0,F,Neglect Child / No Bodily Harm,1,Caucasian-Female
1,49,Greater than 45,1,0,0,0,4,M,Battery Spouse Or Girlfriend,0,Caucasian-Male
1,55,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,55,Greater than 45,0,0,0,0,10,M,Battery,0,African-American-Male
1,32,25 - 45,0,0,0,0,9,F,Burglary Dwelling Occupied,1,African-American-Male
1,55,Greater than 45,1,0,0,0,0,F,Driving While License Revoked,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,3,M,Battery,1,African-American-Male
1,54,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Caucasian-Male
1,40,25 - 45,0,0,0,0,0,F,Delivery Of Drug Paraphernalia,1,Asian-Male
1,27,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Male
0,29,25 - 45,0,0,0,0,5,F,Felony Battery (Dom Strang),1,African-American-Female
0,45,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,25,25 - 45,0,0,0,0,2,M,Disorderly Conduct,1,Other-Male
1,40,25 - 45,1,0,0,0,4,F,Tamper With Witness/Victim/CI,0,Caucasian-Male
1,38,25 - 45,0,0,0,0,7,F,arrest case no charge,0,African-American-Male
1,26,25 - 45,0,0,0,0,3,F,Burglary Unoccupied Dwelling,0,African-American-Male
0,37,25 - 45,0,0,0,0,0,F,Cruelty Toward Child,1,African-American-Female
1,41,25 - 45,1,0,0,0,1,F,Deliver Cannabis,1,Caucasian-Male
0,33,25 - 45,0,0,0,0,0,F,Poss Unlaw Issue Driver Licenc,1,Other-Female
1,57,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,34,25 - 45,0,0,0,0,3,M,arrest case no charge,1,African-American-Male
1,29,25 - 45,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,African-American-Male
1,45,Greater than 45,0,0,0,0,8,F,Aggravated Assault W/dead Weap,1,Hispanic-Male
1,22,Less than 25,1,0,0,0,1,F,Aggravated Assault w/Firearm,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,56,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,48,Greater than 45,0,0,0,0,4,F,Driving While License Revoked,1,African-American-Male
1,27,25 - 45,0,0,0,0,1,M,Battery,1,Hispanic-Male
1,34,25 - 45,0,0,0,0,1,F,Aggravated Battery / Pregnant,1,Hispanic-Male
1,33,25 - 45,0,0,1,0,6,M,arrest case no charge,0,African-American-Male
1,58,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
0,33,25 - 45,0,0,0,0,1,F,Fail To Redeliv Hire/Leas Prop,1,African-American-Female
0,40,25 - 45,0,0,0,0,2,M,Susp Drivers Lic 1st Offense,1,African-American-Female
1,22,Less than 25,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,39,25 - 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
1,35,25 - 45,1,0,0,1,1,F,Possession of Cannabis,1,Caucasian-Male
1,22,Less than 25,0,0,0,0,0,M,Leave Acc/Attend Veh/More $50,1,Hispanic-Male
1,37,25 - 45,0,0,0,0,4,M,Burglary Structure Unoccup,1,Hispanic-Male
1,60,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
0,39,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Female
0,70,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Other-Female
1,53,Greater than 45,0,0,0,0,6,F,arrest case no charge,1,African-American-Male
1,37,25 - 45,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
1,28,25 - 45,0,0,0,0,1,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,56,Greater than 45,0,0,0,0,0,F,Battery on Law Enforc Officer,1,African-American-Male
1,30,25 - 45,1,0,0,0,3,M,Battery,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,1,F,Burglary Conveyance Unoccup,1,African-American-Male
1,41,25 - 45,0,0,0,1,7,M,Battery,0,African-American-Male
1,32,25 - 45,0,0,1,3,7,F,Felony Battery w/Prior Convict,0,African-American-Male
1,32,25 - 45,0,0,0,0,3,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,46,Greater than 45,0,0,0,0,3,F,Felony Battery w/Prior Convict,1,African-American-Male
1,24,Less than 25,0,0,0,0,1,F,Felony Battery (Dom Strang),0,African-American-Male
1,50,Greater than 45,1,0,0,0,3,F,Deliver Cocaine,1,Caucasian-Male
1,37,25 - 45,0,0,0,0,3,M,Battery,1,African-American-Male
1,37,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
1,40,25 - 45,1,0,0,0,3,M,Driving Under The Influence,1,Caucasian-Male
0,53,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,33,25 - 45,0,0,0,0,4,M,Battery,1,African-American-Male
0,22,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,25,25 - 45,0,0,0,0,5,M,Battery,0,African-American-Male
1,24,Less than 25,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
0,26,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,24,Less than 25,1,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,Caucasian-Male
1,26,25 - 45,1,0,0,0,5,M,Assault,1,Caucasian-Male
1,64,Greater than 45,0,0,0,0,13,M,Possession of Cocaine,1,African-American-Male
1,24,Less than 25,1,0,0,0,0,F,Deliver Cannabis,1,Caucasian-Male
0,57,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
0,46,Greater than 45,1,0,0,0,0,M,Leaving Acc/Unattended Veh,1,Caucasian-Female
1,56,Greater than 45,0,0,0,0,16,F,Possession of Cocaine,1,African-American-Male
0,39,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,68,Greater than 45,1,0,0,0,4,M,Battery,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,1,M,Battery,0,African-American-Male
1,38,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
0,25,25 - 45,0,0,0,0,3,M,arrest case no charge,1,African-American-Female
1,25,25 - 45,1,0,0,1,2,F,Possession of Cocaine,1,Caucasian-Male
1,31,25 - 45,1,0,0,0,2,F,Possession Burglary Tools,1,Caucasian-Male
0,35,25 - 45,0,0,0,0,13,F,Aggravated Assault W/dead Weap,1,African-American-Female
1,34,25 - 45,0,0,6,1,19,M,arrest case no charge,1,African-American-Male
1,57,Greater than 45,0,0,0,0,0,M,Battery,1,Other-Male
0,42,25 - 45,0,0,0,0,1,F,Possession Of Amphetamine,1,African-American-Female
1,41,25 - 45,0,1,1,0,24,F,Possession of Cocaine,0,African-American-Male
1,27,25 - 45,1,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Caucasian-Male
1,34,25 - 45,1,0,0,0,5,F,Possession of Cocaine,1,Caucasian-Male
1,50,Greater than 45,0,0,0,0,0,M,DUI- Enhanced,1,Hispanic-Male
1,25,25 - 45,1,0,1,0,6,F,Crim Use of Personal ID Info,0,Caucasian-Male
1,27,25 - 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,27,25 - 45,0,0,0,0,0,F,Uttering Forged Credit Card,1,African-American-Male
1,30,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
1,24,Less than 25,0,0,0,0,3,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,39,25 - 45,0,0,0,0,0,M,Assault,1,African-American-Male
1,26,25 - 45,0,0,1,0,24,F,Driving While License Revoked,0,African-American-Male
1,30,25 - 45,0,0,0,0,2,F,arrest case no charge,1,Other-Male
1,20,Less than 25,0,1,1,1,4,F,Grand Theft in the 3rd Degree,0,African-American-Male
1,25,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,2,F,Crimin Mischief Damage $1000+,0,African-American-Male
0,25,25 - 45,0,0,0,0,0,F,Possession of Oxycodone,1,African-American-Female
1,38,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,40,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
0,49,Greater than 45,1,0,0,0,4,M,Battery,1,Caucasian-Female
0,35,25 - 45,1,0,0,0,2,M,Driving Under The Influence,1,Caucasian-Female
1,25,25 - 45,0,0,0,0,0,F,Felony Batt(Great Bodily Harm),1,Other-Male
1,21,Less than 25,1,0,0,0,1,F,Possession of Cannabis,1,Caucasian-Male
1,28,25 - 45,1,0,0,0,3,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,57,Greater than 45,0,0,0,0,8,M,Misuse Of 911 Or E911 System,1,African-American-Male
1,40,25 - 45,0,0,0,0,15,F,Pos Cannabis W/Intent Sel/Del,0,African-American-Male
0,43,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,43,25 - 45,1,0,0,0,12,F,False Ownership Info/Pawn Item,1,Caucasian-Male
1,32,25 - 45,0,0,0,0,0,M,Battery,1,Asian-Male
1,21,Less than 25,0,0,0,0,0,F,Poss F/Arm Delinq,0,African-American-Male
1,51,Greater than 45,0,0,0,0,2,F,Felony Battery w/Prior Convict,1,African-American-Male
1,20,Less than 25,0,0,0,0,0,M,Operating W/O Valid License,0,African-American-Male
1,58,Greater than 45,0,0,0,0,1,M,Battery,1,Hispanic-Male
0,28,25 - 45,0,0,0,1,1,F,Agg Abuse Elderlly/Disabled Adult,1,Other-Female
0,30,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Female
1,22,Less than 25,0,0,0,0,1,F,arrest case no charge,0,African-American-Male
1,50,Greater than 45,1,0,0,0,1,F,Agg Battery Grt/Bod/Harm,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,5,M,Aggravated Assault W/dead Weap,1,African-American-Male
1,28,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Caucasian-Male
1,26,25 - 45,0,0,0,1,2,M,Battery,1,Hispanic-Male
0,51,Greater than 45,1,0,0,0,0,F,Battery on Law Enforc Officer,1,Caucasian-Female
1,21,Less than 25,0,0,0,0,1,F,Robbery / No Weapon,1,African-American-Male
1,29,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian-Male
1,43,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,22,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,F,Battery on Law Enforc Officer,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Obstruct Fire Equipment,1,African-American-Male
1,26,25 - 45,0,0,1,0,5,F,Resist Officer w/Violence,1,African-American-Male
1,27,25 - 45,0,0,0,0,8,M,Criminal Mischief Damage <$200,1,African-American-Male
1,26,25 - 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
0,29,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,34,25 - 45,0,1,0,0,5,F,Felony Battery w/Prior Convict,1,African-American-Male
1,23,Less than 25,0,0,0,0,2,F,"Deliver 3,4 Methylenediox",1,Other-Male
0,29,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
1,24,Less than 25,0,0,0,0,1,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,50,Greater than 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
0,24,Less than 25,0,0,0,0,0,M,Criminal Mischief>$200<$1000,1,African-American-Female
0,31,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Female
1,22,Less than 25,0,0,0,0,0,F,Dealing in Stolen Property,1,African-American-Male
1,22,Less than 25,1,0,0,0,0,F,Robbery Sudd Snatch No Weapon,1,Caucasian-Male
1,27,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
0,21,Less than 25,0,0,0,0,0,M,Battery,1,Other-Female
1,80,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,68,Greater than 45,0,0,0,0,6,M,DUI Property Damage/Injury,1,African-American-Male
1,23,Less than 25,0,0,0,0,1,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,24,Less than 25,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,21,Less than 25,1,0,0,1,0,F,Battery on Law Enforc Officer,0,Caucasian-Male
1,26,25 - 45,0,0,0,0,3,M,Battery,0,African-American-Male
1,36,25 - 45,1,0,0,0,1,F,Possession of Oxycodone,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,F,Aggravated Battery,0,African-American-Male
0,31,25 - 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Female
1,49,Greater than 45,1,0,0,0,4,M,Disorderly Conduct,1,Caucasian-Male
1,24,Less than 25,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,44,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
0,25,25 - 45,0,0,0,0,1,F,Neglect Child / No Bodily Harm,1,African-American-Female
1,25,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,44,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,33,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,20,Less than 25,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American-Male
1,44,25 - 45,1,0,0,0,3,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
0,41,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,30,25 - 45,0,0,0,0,1,F,Felony Petit Theft,1,African-American-Male
1,26,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,African-American-Male
0,32,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,Hispanic-Female
0,43,25 - 45,0,0,0,1,9,M,Battery,1,African-American-Female
1,39,25 - 45,1,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,63,Greater than 45,1,0,0,0,5,M,Prostitution,1,Caucasian-Male
1,24,Less than 25,1,0,0,2,3,F,Purchase Cannabis,1,Caucasian-Male
1,21,Less than 25,1,1,0,3,2,M,Battery,1,Caucasian-Male
0,48,Greater than 45,1,0,0,0,0,F,Leaving the Scene of Accident,1,Caucasian-Female
1,37,25 - 45,0,0,0,0,0,F,Poss Similitude of Drivers Lic,1,African-American-Male
0,20,Less than 25,0,0,0,0,0,M,Disorderly Conduct,1,Other-Female
0,64,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,22,Less than 25,1,0,0,0,0,M,Operating W/O Valid License,1,Caucasian-Male
1,43,25 - 45,1,0,0,0,8,F,arrest case no charge,1,Caucasian-Male
1,33,25 - 45,1,0,0,0,10,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,1,F,Felony Driving While Lic Suspd,1,African-American-Male
0,33,25 - 45,1,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,Caucasian-Female
1,44,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,African-American-Male
0,25,25 - 45,0,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Hispanic-Female
0,43,25 - 45,0,0,0,0,2,M,Viol Prot Injunc Repeat Viol,1,African-American-Female
1,34,25 - 45,0,0,0,0,2,M,arrest case no charge,1,Other-Male
1,44,25 - 45,0,0,0,0,0,F,False Imprisonment,1,Other-Male
0,55,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Female
1,29,25 - 45,0,3,0,0,6,F,arrest case no charge,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,M,Battery,1,Other-Male
1,52,Greater than 45,0,0,0,0,0,F,Structuring Transactions,1,Other-Male
1,59,Greater than 45,1,0,0,0,0,M,Leaving Acc/Unattended Veh,1,Caucasian-Male
1,49,Greater than 45,0,0,0,0,1,M,Battery,0,African-American-Male
1,36,25 - 45,1,0,0,0,11,M,Battery,0,Caucasian-Male
0,23,Less than 25,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
1,51,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,Hispanic-Male
1,34,25 - 45,0,0,0,0,0,F,Driving While License Revoked,1,African-American-Male
1,32,25 - 45,0,0,0,0,0,F,False Imprisonment,1,Other-Male
1,54,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,F,Crim Use of Personal ID Info,1,African-American-Male
1,61,Greater than 45,1,0,0,0,0,M,Petit Theft,1,Caucasian-Male
0,38,25 - 45,0,0,0,0,0,M,Fail To Obey Police Officer,1,African-American-Female
1,41,25 - 45,0,0,0,0,9,F,arrest case no charge,1,Hispanic-Male
1,32,25 - 45,0,0,0,0,0,F,Battery on a Person Over 65,1,African-American-Male
1,21,Less than 25,0,0,0,0,4,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,68,Greater than 45,0,0,0,0,2,F,Tampering With Physical Evidence,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,41,25 - 45,1,0,0,0,1,F,Felony Battery (Dom Strang),0,Caucasian-Male
1,30,25 - 45,0,0,0,0,0,F,arrest case no charge,1,Other-Male
1,41,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,55,Greater than 45,0,0,0,0,4,F,Dealing in Stolen Property,1,Other-Male
1,33,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Male
0,51,Greater than 45,1,0,0,0,0,F,Possession of Oxycodone,1,Caucasian-Female
1,36,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,57,Greater than 45,0,0,0,0,0,M,Burglary With Assault/battery,1,Hispanic-Male
1,43,25 - 45,0,0,0,0,0,M,Driving Under The Influence,1,African-American-Male
1,47,Greater than 45,0,0,0,0,0,M,Battery,1,Other-Male
1,60,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,African-American-Male
0,28,25 - 45,1,0,0,0,0,M,Culpable Negligence,1,Caucasian-Female
1,54,Greater than 45,0,0,0,0,1,F,Stalking (Aggravated),1,Other-Male
0,34,25 - 45,0,0,0,0,0,M,Battery,1,Other-Female
1,48,Greater than 45,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,1,Other-Male
1,37,25 - 45,0,0,0,0,0,F,Tamper With Witness/Victim/CI,1,African-American-Male
1,28,25 - 45,0,0,0,0,8,F,Deliver Cocaine,0,African-American-Male
1,45,Greater than 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,20,Less than 25,0,0,0,1,2,F,Principal In The First Degree,0,African-American-Male
1,52,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,34,25 - 45,0,0,0,4,11,F,Aggravated Assault w/Firearm,0,African-American-Male
1,28,25 - 45,0,0,0,0,6,F,Grand Theft (Motor Vehicle),0,African-American-Male
1,29,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Male
0,55,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,1,Caucasian-Female
1,68,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Hispanic-Male
1,20,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,23,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,55,Greater than 45,0,0,0,0,0,M,Battery,0,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Burglary Conveyance Occupied,1,Hispanic-Male
1,77,Greater than 45,0,0,0,0,0,M,DUI - Enhanced,1,African-American-Male
1,52,Greater than 45,1,0,0,0,3,M,Battery,1,Caucasian-Male
1,39,25 - 45,0,0,0,0,0,F,arrest case no charge,1,Hispanic-Male
0,51,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Female
1,34,25 - 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,23,Less than 25,1,0,0,0,0,F,Burglary Unoccupied Dwelling,1,Caucasian-Male
1,32,25 - 45,1,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,38,25 - 45,0,1,5,0,8,M,Battery,1,African-American-Male
1,34,25 - 45,1,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,54,Greater than 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Male
1,25,25 - 45,1,0,0,0,2,M,Driving Under The Influence,0,Caucasian-Male
1,34,25 - 45,0,0,0,0,1,M,Battery,1,Hispanic-Male
1,45,Greater than 45,0,0,0,0,7,F,Felony Driving While Lic Suspd,1,African-American-Male
1,45,Greater than 45,1,0,0,0,1,M,Disorderly Conduct,1,Caucasian-Male
1,28,25 - 45,0,1,0,0,12,F,Felony Driving While Lic Suspd,1,African-American-Male
1,41,25 - 45,0,0,0,0,2,F,Driving While License Revoked,1,African-American-Male
1,28,25 - 45,0,0,0,0,2,F,Possession of Benzylpiperazine,1,African-American-Male
0,25,25 - 45,0,0,0,0,4,F,Possession Of Alprazolam,1,African-American-Female
0,23,Less than 25,1,0,0,2,1,M,Possess Cannabis/20 Grams Or Less,1,Caucasian-Female
1,30,25 - 45,0,0,0,0,2,F,Crim Use of Personal ID Info,0,African-American-Male
1,35,25 - 45,1,0,0,0,3,M,Viol Injunct Domestic Violence,1,Caucasian-Male
1,34,25 - 45,1,0,0,0,13,F,Grand Theft in the 3rd Degree,0,Caucasian-Male
1,43,25 - 45,1,0,0,0,1,M,Driving Under The Influence,1,Caucasian-Male
1,27,25 - 45,0,0,5,1,27,M,Possess Cannabis/20 Grams Or Less,0,African-American-Male
1,26,25 - 45,0,0,0,0,7,F,Possession of Cannabis,1,African-American-Male
1,27,25 - 45,0,0,0,0,0,M,Driving Under The Influence,1,Hispanic-Male
1,41,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,4,M,Battery,0,African-American-Male
1,30,25 - 45,1,0,0,0,1,F,Possession Of Fentanyl,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),1,African-American-Male
1,40,25 - 45,0,0,0,0,11,M,Driving License Suspended,0,African-American-Male
1,56,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
1,51,Greater than 45,0,0,0,0,4,F,Aggravated Assault W/dead Weap,1,African-American-Male
1,36,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,3,F,Possession of Cocaine,0,Hispanic-Male
1,30,25 - 45,1,0,0,0,0,M,DUI - Enhanced,1,Caucasian-Male
0,21,Less than 25,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Female
1,38,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,Hispanic-Male
1,29,25 - 45,0,0,0,0,8,F,Felony Petit Theft,0,Other-Male
0,40,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,37,25 - 45,0,0,0,0,2,F,Burglary With Assault/battery,1,African-American-Male
0,37,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
